Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2011,0,0,0,0,4,3,0,0,0,0,0
BON,01/02/2011,0,0,0,0,3,1,0,0,0,0,0
BON,01/03/2011,0,0,0,0,2,1,0,0,0,0,0
BON,01/04/2011,0,0,0,0,5,3,0,0,0,0,0
BON,01/05/2011,0,0,0,0,10,4,0,0,0,0,0
BON,01/06/2011,0,0,0,0,7,3,0,0,0,0,0
BON,01/07/2011,0,1,0,0,13,8,0,0,0,0,0
BON,01/08/2011,0,0,0,0,11,3,0,0,0,0,0
BON,01/09/2011,0,-1,0,0,7,1,0,0,0,0,0
BON,01/10/2011,0,0,0,0,8,1,0,0,0,0,0
BON,01/11/2011,0,0,0,0,7,2,0,0,0,0,0
BON,01/12/2011,0,0,0,0,1,1,0,0,0,0,0
BON,01/13/2011,0,0,0,0,14,10,0,0,0,0,0
BON,01/14/2011,0,0,0,0,52,22,0,0,0,0,0
BON,01/15/2011,0,0,0,0,22,10,0,0,0,0,0
BON,01/16/2011,0,0,0,0,69,44,0,0,0,0,0
BON,01/17/2011,0,0,0,0,8,-1,0,0,0,0,0
BON,01/18/2011,0,0,0,0,21,10,0,0,0,1,0
BON,01/19/2011,0,0,0,0,23,9,0,0,0,0,0
BON,01/20/2011,0,0,0,0,49,26,0,0,0,0,0
BON,01/21/2011,0,0,0,0,33,9,0,0,0,0,0
BON,01/22/2011,0,0,0,0,34,11,0,0,0,0,0
BON,01/23/2011,0,0,0,0,71,38,0,0,0,0,0
BON,01/24/2011,0,0,0,0,84,30,0,0,0,0,0
BON,01/25/2011,0,0,0,0,87,38,0,0,0,0,0
BON,01/26/2011,1,0,0,0,29,10,0,0,0,0,0
BON,01/27/2011,0,-1,0,0,37,12,0,0,0,0,0
BON,01/28/2011,0,0,0,0,20,5,0,0,0,0,0
BON,01/29/2011,0,0,0,0,33,19,0,0,0,0,0
BON,01/30/2011,0,0,0,0,17,7,0,0,0,0,0
BON,01/31/2011,0,0,0,0,24,7,0,0,0,0,0
BON,02/01/2011,0,0,0,0,12,5,0,0,0,0,0
BON,02/02/2011,1,0,0,0,8,2,0,0,0,0,0
BON,02/03/2011,0,1,0,0,13,5,0,0,0,0,0
BON,02/04/2011,0,-1,0,0,6,2,0,0,0,0,0
BON,02/05/2011,1,0,0,0,12,6,0,0,0,0,0
BON,02/06/2011,1,0,0,0,16,5,0,0,0,0,0
BON,02/07/2011,0,0,0,0,18,2,0,0,0,0,0
BON,02/08/2011,1,0,0,0,16,6,0,0,0,0,0
BON,02/09/2011,0,0,0,0,5,4,0,0,0,0,0
BON,02/10/2011,0,0,0,0,6,3,0,0,0,0,0
BON,02/11/2011,0,0,0,0,4,2,0,0,0,0,0
BON,02/12/2011,0,0,0,0,11,1,0,0,0,0,0
BON,02/13/2011,0,0,0,0,8,4,0,0,0,0,0
BON,02/14/2011,0,0,0,0,9,1,0,0,0,0,0
BON,02/15/2011,0,0,0,0,24,10,0,0,0,0,0
BON,02/16/2011,1,0,0,0,7,2,0,0,0,0,0
BON,02/17/2011,0,0,0,0,10,5,0,0,0,0,0
BON,02/18/2011,3,0,0,0,9,4,0,0,0,0,0
BON,02/19/2011,0,0,0,0,3,1,0,0,0,0,0
BON,02/20/2011,0,0,0,0,6,2,0,0,0,0,0
BON,02/21/2011,0,0,0,0,3,3,0,0,0,0,0
BON,02/22/2011,1,0,0,0,5,1,0,0,0,0,0
BON,02/23/2011,0,0,0,0,8,2,0,0,0,0,0
BON,02/24/2011,2,0,0,0,12,6,0,0,0,0,0
BON,02/25/2011,0,0,0,0,7,4,0,0,0,0,0
BON,02/26/2011,1,0,0,0,8,5,0,0,0,0,0
BON,02/27/2011,0,0,0,0,10,7,0,0,0,0,0
BON,02/28/2011,1,0,0,0,8,3,0,0,0,0,0
BON,03/01/2011,0,0,0,0,7,4,0,0,0,0,0
BON,03/02/2011,2,0,0,0,14,6,0,0,0,0,0
BON,03/03/2011,1,0,0,0,6,4,0,0,0,0,0
BON,03/04/2011,0,0,0,0,9,8,0,0,0,0,0
BON,03/05/2011,2,0,0,0,18,5,0,0,0,0,0
BON,03/06/2011,3,0,0,0,15,10,0,0,0,0,0
BON,03/07/2011,7,0,0,0,11,6,0,0,0,0,0
BON,03/08/2011,1,0,0,0,7,0,0,0,0,0,0
BON,03/09/2011,2,0,0,0,15,3,0,0,0,0,0
BON,03/10/2011,5,0,0,0,80,34,0,0,0,0,0
BON,03/11/2011,4,0,0,0,69,25,0,0,0,0,0
BON,03/12/2011,5,0,0,0,33,15,0,0,0,0,0
BON,03/13/2011,1,1,0,0,17,10,0,0,0,0,0
BON,03/14/2011,2,1,0,0,49,20,0,0,0,0,0
BON,03/15/2011,1,0,0,0,55,26,0,0,0,0,0
BON,03/16/2011,9,0,0,0,61,29,0,0,0,0,0
BON,03/17/2011,4,0,0,0,35,21,0,0,0,0,0
BON,03/18/2011,3,0,0,0,28,11,0,0,0,0,0
BON,03/19/2011,2,0,0,0,39,11,0,0,0,0,0
BON,03/20/2011,6,0,0,0,36,16,0,0,0,0,0
BON,03/21/2011,3,0,0,0,30,13,0,0,0,0,0
BON,03/22/2011,10,0,0,0,41,10,0,0,0,0,0
BON,03/23/2011,14,0,0,0,42,14,0,0,0,0,0
BON,03/24/2011,9,0,0,0,32,17,0,0,0,0,0
BON,03/25/2011,15,0,0,0,33,15,0,0,0,0,0
BON,03/26/2011,4,0,0,0,43,21,0,0,0,0,0
BON,03/27/2011,1,0,0,0,58,22,0,0,0,0,0
BON,03/28/2011,6,0,0,0,78,44,0,0,0,0,0
BON,03/29/2011,8,0,0,0,92,28,0,0,0,0,0
BON,03/30/2011,12,0,0,0,137,68,0,0,0,0,0
BON,03/31/2011,17,0,0,0,77,30,0,0,0,0,0
BON,04/01/2011,37,0,0,0,78,37,0,0,0,0,0
BON,04/02/2011,42,0,0,0,73,30,0,0,0,0,0
