Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2012,0,0,0,0,27,12,0,0,0,0,0
BON,01/02/2012,0,0,0,0,13,5,0,0,0,0,0
BON,01/03/2012,0,0,0,0,13,10,0,0,0,0,0
BON,01/04/2012,0,0,0,0,18,12,0,0,0,0,0
BON,01/05/2012,0,0,0,0,9,5,0,0,0,0,0
BON,01/06/2012,0,0,0,0,5,1,0,0,0,0,0
BON,01/07/2012,0,0,0,0,15,5,0,0,0,0,0
BON,01/08/2012,0,0,0,0,15,7,0,0,0,0,0
BON,01/09/2012,0,0,0,0,16,4,0,0,0,0,0
BON,01/10/2012,0,0,0,0,7,0,0,0,0,0,0
BON,01/11/2012,0,0,0,0,2,1,0,0,0,0,0
BON,01/12/2012,0,0,0,0,6,2,0,0,0,0,0
BON,01/13/2012,0,0,0,0,6,2,0,0,0,0,0
BON,01/14/2012,0,0,0,0,3,3,0,0,0,0,0
BON,01/15/2012,0,0,0,0,4,0,0,0,0,0,0
BON,01/16/2012,0,0,0,0,4,1,0,0,0,0,0
BON,01/17/2012,0,0,0,0,6,3,0,0,0,0,0
BON,01/18/2012,0,0,0,0,5,2,0,0,0,0,0
BON,01/19/2012,0,0,0,0,7,0,0,0,0,0,0
BON,01/20/2012,0,0,0,0,5,2,0,0,0,0,0
BON,01/21/2012,0,0,0,0,9,5,0,0,0,0,0
BON,01/22/2012,0,0,0,0,4,0,0,0,0,0,0
BON,01/23/2012,0,0,0,0,14,4,0,0,0,0,0
BON,01/24/2012,0,0,0,0,4,3,0,0,0,0,0
BON,01/25/2012,1,1,0,0,4,0,0,0,0,0,0
BON,01/26/2012,0,0,0,0,4,2,0,0,0,0,0
BON,01/27/2012,0,0,0,0,2,1,0,0,0,0,0
BON,01/28/2012,0,0,0,0,14,4,0,0,0,0,0
BON,01/29/2012,0,0,0,0,11,4,0,0,0,0,0
BON,01/30/2012,0,0,0,0,24,8,0,0,0,0,0
BON,01/31/2012,0,0,0,0,4,0,0,0,0,0,0
BON,02/01/2012,0,0,0,0,8,2,0,0,0,0,0
BON,02/02/2012,0,0,0,0,16,5,0,0,0,0,0
BON,02/03/2012,0,0,0,0,8,4,0,0,0,0,0
BON,02/04/2012,0,0,0,0,5,0,0,0,0,0,0
BON,02/05/2012,0,0,0,0,11,2,0,0,0,0,0
BON,02/06/2012,0,0,0,0,1,0,0,0,0,0,0
BON,02/07/2012,0,0,0,0,4,2,0,0,0,0,0
BON,02/08/2012,0,0,0,0,1,1,0,0,0,0,0
BON,02/09/2012,0,0,0,0,8,1,0,0,0,0,0
BON,02/10/2012,0,0,0,0,17,2,0,0,0,0,0
BON,02/11/2012,0,0,0,0,17,3,0,0,0,0,0
BON,02/12/2012,0,0,0,0,28,10,0,0,0,0,0
BON,02/13/2012,0,0,0,0,9,3,0,0,0,0,0
BON,02/14/2012,0,0,0,0,4,1,0,0,0,0,0
BON,02/15/2012,0,0,0,0,9,4,0,0,0,0,0
BON,02/16/2012,0,0,0,0,8,2,0,0,0,0,0
BON,02/17/2012,0,0,0,0,9,2,0,0,0,0,0
BON,02/18/2012,0,0,0,0,9,3,0,0,0,0,0
BON,02/19/2012,0,0,0,0,10,4,0,0,0,0,0
BON,02/20/2012,0,0,0,0,5,-1,0,0,0,0,0
BON,02/21/2012,0,0,0,0,18,4,0,0,0,0,0
BON,02/22/2012,0,-1,0,0,110,32,0,0,0,0,0
BON,02/23/2012,0,0,0,0,108,38,0,0,0,0,0
BON,02/24/2012,0,0,0,0,131,46,0,0,0,0,0
BON,02/25/2012,0,0,0,0,37,12,0,0,0,0,0
BON,02/26/2012,0,0,0,0,15,4,0,0,0,0,0
BON,02/27/2012,0,0,0,0,25,14,0,0,0,0,0
BON,02/28/2012,0,0,0,0,26,8,0,0,0,0,0
BON,02/29/2012,0,0,0,0,12,6,0,0,0,0,0
BON,03/01/2012,0,0,0,0,13,5,0,0,0,0,0
BON,03/02/2012,0,0,0,0,24,8,0,0,0,0,0
BON,03/03/2012,0,0,0,0,32,12,0,0,0,0,0
BON,03/04/2012,2,0,0,0,47,17,0,0,0,0,0
BON,03/05/2012,0,1,0,0,60,20,0,0,0,0,0
BON,03/06/2012,1,0,0,0,37,15,0,0,0,0,0
BON,03/07/2012,3,0,0,0,57,20,0,0,0,0,0
BON,03/08/2012,0,0,0,0,49,17,0,0,0,0,0
BON,03/09/2012,0,0,0,0,41,16,0,0,0,0,0
BON,03/10/2012,0,0,0,0,42,5,0,0,0,0,0
BON,03/11/2012,4,0,0,0,52,19,0,0,0,0,0
BON,03/12/2012,1,0,0,0,50,13,0,0,0,0,0
BON,03/13/2012,0,0,0,0,55,20,0,0,0,0,0
BON,03/14/2012,2,0,0,0,61,16,0,0,0,0,0
BON,03/15/2012,3,0,0,0,65,25,0,0,0,0,0
BON,03/16/2012,3,0,0,0,178,53,0,0,0,0,0
BON,03/17/2012,2,1,0,0,145,45,0,0,0,0,0
BON,03/18/2012,2,0,0,0,74,23,0,0,0,0,0
BON,03/19/2012,3,0,0,0,52,23,0,0,0,0,0
BON,03/20/2012,1,0,0,0,21,10,0,0,0,0,0
BON,03/21/2012,1,0,0,0,21,8,0,0,0,0,0
BON,03/22/2012,0,-1,0,0,72,28,0,0,0,0,0
BON,03/23/2012,1,0,0,0,67,18,0,0,0,0,0
BON,03/24/2012,0,0,0,0,74,27,0,0,0,0,0
BON,03/25/2012,0,0,0,0,82,20,0,0,0,0,0
BON,03/26/2012,2,0,0,0,70,12,0,0,0,0,0
BON,03/27/2012,1,0,0,0,79,29,0,0,0,0,0
BON,03/28/2012,3,0,0,0,95,31,0,0,0,0,0
BON,03/29/2012,0,0,0,0,86,25,0,0,0,0,0
BON,03/30/2012,2,0,0,0,57,26,0,0,0,0,0
BON,03/31/2012,1,0,0,0,82,19,0,0,0,0,0
BON,04/01/2012,2,0,0,0,78,20,0,0,0,0,0
BON,04/02/2012,1,0,0,0,91,22,0,0,0,0,0
BON,04/03/2012,3,0,0,0,49,18,0,0,0,0,0
BON,04/04/2012,4,0,0,0,68,15,0,0,0,0,0
BON,04/05/2012,17,0,0,0,64,23,0,0,0,0,0
BON,04/06/2012,20,1,0,0,42,6,0,0,0,0,0
BON,04/07/2012,6,0,0,0,28,6,0,0,0,0,0
BON,04/08/2012,6,0,0,0,30,15,0,0,0,0,0
BON,04/09/2012,15,0,0,0,60,17,0,0,0,0,0
BON,04/10/2012,16,0,0,0,33,11,0,0,0,0,0
BON,04/11/2012,9,0,0,0,20,4,0,0,0,0,0
BON,04/12/2012,41,0,0,0,26,0,0,0,0,0,0
BON,04/13/2012,78,1,0,0,35,11,0,0,0,0,0
BON,04/14/2012,104,0,0,0,58,18,0,0,0,0,0
BON,04/15/2012,141,4,0,0,44,9,0,0,0,0,0
BON,04/16/2012,120,6,0,0,27,7,0,0,0,0,0
BON,04/17/2012,235,0,0,0,31,16,0,0,0,0,0
BON,04/18/2012,222,0,0,0,35,5,0,0,0,0,0
BON,04/19/2012,365,6,0,0,45,20,0,0,0,0,0
BON,04/20/2012,655,9,0,0,44,17,0,0,0,0,0
BON,04/21/2012,1321,9,0,0,64,18,0,0,0,0,0
BON,04/22/2012,2887,24,0,0,52,20,0,0,0,0,0
BON,04/23/2012,4376,35,0,0,59,21,0,0,0,0,0
BON,04/24/2012,4873,50,0,0,39,10,0,0,0,0,0
BON,04/25/2012,2427,17,0,0,19,11,0,0,0,1,0
BON,04/26/2012,1382,10,0,0,19,6,0,0,0,4,0
BON,04/27/2012,781,11,0,0,35,5,0,0,0,11,0
BON,04/28/2012,603,11,0,0,31,6,0,0,0,0,0
BON,04/29/2012,823,12,0,0,46,8,0,0,0,2,0
BON,04/30/2012,1930,33,0,0,40,14,0,0,0,2,0
BON,05/01/2012,2238,26,0,0,33,15,0,0,0,6,0
BON,05/02/2012,1746,29,0,0,28,3,0,0,0,6,0
BON,05/03/2012,2506,51,0,0,39,16,0,0,0,4,0
BON,05/04/2012,3393,59,0,0,35,6,0,0,0,1,0
BON,05/05/2012,3002,95,0,0,31,9,0,0,0,0,0
BON,05/06/2012,5959,130,0,0,30,10,0,0,0,2,0
BON,05/07/2012,9081,224,0,0,41,7,0,0,0,2,0
BON,05/08/2012,12000,294,0,0,40,13,0,0,0,2,0
BON,05/09/2012,18436,599,0,0,23,5,0,0,0,0,0
BON,05/10/2012,7200,299,0,0,32,9,0,0,0,1,0
BON,05/11/2012,5381,294,0,0,38,10,0,0,0,0,0
BON,05/12/2012,7284,280,0,0,47,10,0,0,0,2,0
BON,05/13/2012,8786,518,0,0,60,16,1,0,0,0,6
BON,05/14/2012,8224,674,0,0,77,27,0,0,0,8,10
BON,05/15/2012,7324,652,0,0,75,24,0,0,0,2,14
BON,05/16/2012,4036,459,0,0,73,24,0,0,0,54,82
BON,05/17/2012,4636,427,0,0,66,23,0,0,0,19,164
BON,05/18/2012,3118,349,0,0,84,23,0,0,0,31,764
BON,05/19/2012,2199,265,0,0,58,21,0,0,0,70,2387
BON,05/20/2012,2053,261,0,0,53,20,0,0,0,150,1321
BON,05/21/2012,1987,180,0,0,37,12,0,0,0,139,921
BON,05/22/2012,1097,146,0,0,45,22,0,0,0,141,958
BON,05/23/2012,960,114,0,0,45,6,0,0,0,136,828
BON,05/24/2012,1372,128,0,0,56,12,0,0,0,115,510
BON,05/25/2012,1406,163,0,0,66,18,2,0,0,93,3466
