Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,03/15/1992,15,0,0,0,34,0,0,0,0,0,0
BON,03/16/1992,54,0,0,0,30,0,0,0,0,0,0
BON,03/17/1992,46,1,0,0,22,0,0,0,0,0,0
BON,03/18/1992,37,0,0,0,24,0,0,0,0,0,0
BON,03/19/1992,80,0,0,0,27,0,0,0,0,0,0
BON,03/20/1992,55,0,0,0,46,0,0,0,0,0,0
BON,03/21/1992,68,0,0,0,32,0,0,0,0,0,0
BON,03/22/1992,87,0,0,0,26,0,0,0,0,0,0
BON,03/23/1992,118,0,0,0,46,0,0,0,0,0,0
BON,03/24/1992,124,0,0,0,39,0,0,0,0,0,0
BON,03/25/1992,105,0,0,0,31,0,0,0,0,0,0
BON,03/26/1992,180,0,0,0,40,0,0,0,0,0,0
BON,03/27/1992,129,2,0,0,65,0,0,0,0,0,0
BON,03/28/1992,331,2,0,0,50,0,0,0,0,0,0
BON,03/29/1992,350,1,0,0,57,0,0,0,0,0,0
BON,03/30/1992,212,0,0,0,46,0,0,0,0,0,0
BON,03/31/1992,191,0,0,0,31,0,0,0,0,0,0
BON,04/01/1992,873,9,0,0,69,0,0,0,0,0,0
BON,04/02/1992,1204,8,0,0,81,0,0,0,0,0,0
BON,04/03/1992,1311,4,0,0,52,0,0,0,0,0,0
BON,04/04/1992,879,0,0,0,47,0,0,0,0,0,0
BON,04/05/1992,593,1,0,0,61,0,0,0,0,0,0
BON,04/06/1992,826,7,0,0,49,0,0,0,0,0,0
BON,04/07/1992,1603,7,0,0,90,0,0,0,0,0,0
BON,04/08/1992,1540,12,0,0,65,0,0,0,0,0,0
BON,04/09/1992,1969,7,0,0,70,0,0,0,0,0,0
BON,04/10/1992,2977,17,0,0,81,0,0,0,0,0,0
BON,04/11/1992,2955,10,0,0,78,0,0,0,0,0,0
BON,04/12/1992,2277,15,0,0,51,0,0,0,0,0,0
BON,04/13/1992,3654,17,0,0,77,0,0,0,0,0,0
BON,04/14/1992,2889,18,0,0,53,0,0,0,0,0,1
BON,04/15/1992,3888,25,0,0,66,0,0,0,0,0,1
BON,04/16/1992,2955,25,0,0,78,0,0,0,0,0,5
BON,04/17/1992,3103,25,0,0,101,0,0,0,0,0,0
BON,04/18/1992,3374,35,0,0,80,0,0,0,0,0,2
BON,04/19/1992,2570,33,0,0,46,0,0,0,0,0,0
BON,04/20/1992,2092,17,0,0,54,0,0,0,0,0,0
BON,04/21/1992,1710,17,0,0,58,0,0,0,0,0,0
BON,04/22/1992,2163,26,0,0,47,0,0,0,0,0,1
BON,04/23/1992,1500,23,0,0,29,0,0,0,0,0,1
BON,04/24/1992,1611,31,0,0,37,0,0,0,0,0,4
BON,04/25/1992,1334,27,0,0,43,0,0,0,0,0,14
BON,04/26/1992,1881,45,0,0,65,0,0,0,0,0,11
BON,04/27/1992,2699,76,0,0,66,0,0,0,0,0,6
BON,04/28/1992,3835,86,0,0,84,0,0,0,0,0,40
BON,04/29/1992,4237,145,0,0,95,0,0,0,0,0,118
BON,04/30/1992,2686,117,0,0,91,0,0,0,0,0,52
BON,05/01/1992,2072,116,0,0,115,0,0,0,0,0,18
BON,05/02/1992,1731,93,0,0,48,0,0,0,0,0,82
BON,05/03/1992,1334,98,0,0,66,0,0,0,0,0,287
BON,05/04/1992,1033,76,0,0,71,0,0,0,0,0,712
BON,05/05/1992,1008,72,0,0,70,0,0,0,0,0,1742
BON,05/06/1992,978,71,0,0,76,0,0,0,0,0,2122
BON,05/07/1992,788,60,0,0,66,0,0,0,0,0,2614
BON,05/08/1992,727,60,0,0,101,0,0,0,0,0,1968
BON,05/09/1992,512,54,0,0,87,0,0,0,0,0,2369
BON,05/10/1992,662,61,0,0,88,0,0,0,0,0,1679
BON,05/11/1992,559,63,0,0,98,0,0,0,0,0,2402
BON,05/12/1992,516,47,0,0,98,0,0,0,0,0,2168
BON,05/13/1992,378,22,0,0,84,0,0,0,0,0,3501
BON,05/14/1992,516,33,0,0,100,0,0,0,0,0,12226
BON,05/15/1992,378,31,0,0,86,0,0,0,0,0,10044
BON,05/16/1992,347,35,0,0,120,0,0,0,0,0,7162
BON,05/17/1992,373,24,0,0,113,0,0,0,0,0,17912
BON,05/18/1992,342,20,0,0,118,0,0,0,0,0,22285
BON,05/19/1992,317,23,0,0,126,0,0,0,0,0,28992
BON,05/20/1992,382,17,0,0,117,0,0,0,0,0,18210
BON,05/21/1992,437,18,0,0,113,0,0,0,0,0,9162
BON,05/22/1992,408,15,0,0,106,0,0,0,0,0,19763
BON,05/23/1992,261,18,0,0,106,0,0,0,0,0,15539
BON,05/24/1992,333,12,0,0,140,0,0,0,0,0,41218
BON,05/25/1992,361,12,0,0,124,0,0,0,0,0,58033
BON,05/26/1992,330,19,0,0,117,0,0,0,0,0,67335
BON,05/27/1992,366,27,0,0,153,0,1,0,0,0,67652
BON,05/28/1992,494,24,0,0,151,0,2,0,0,0,35895
BON,05/29/1992,429,10,0,0,162,0,4,0,0,0,45114
BON,05/30/1992,373,18,0,0,99,0,7,0,0,0,77725
BON,05/31/1992,310,17,0,0,120,0,6,0,0,0,110008
BON,06/01/1992,434,24,0,0,112,0,18,0,0,0,152587
BON,06/02/1992,395,16,0,0,114,0,12,0,0,0,72922
BON,06/03/1992,344,24,0,0,115,0,20,0,0,0,78073
BON,06/04/1992,410,13,0,0,102,0,73,0,0,0,72304
BON,06/05/1992,368,17,0,0,100,0,83,0,0,0,53141
BON,06/06/1992,325,21,0,0,91,0,91,0,0,0,78763
BON,06/07/1992,391,22,0,0,142,0,142,0,0,0,71269
BON,06/08/1992,462,39,0,0,151,0,301,0,0,0,62920
BON,06/09/1992,377,18,0,0,148,0,353,0,0,0,76368
BON,06/10/1992,328,16,0,0,187,0,465,0,0,0,65942
BON,06/11/1992,336,15,0,0,193,0,446,0,0,0,57852
BON,06/12/1992,423,26,0,0,202,0,630,0,0,0,66232
BON,06/13/1992,392,22,0,0,210,0,528,0,0,0,57972
BON,06/14/1992,329,21,0,0,236,0,502,0,0,0,95627
BON,06/15/1992,372,26,0,0,276,0,718,0,0,0,76104
BON,06/16/1992,283,31,0,0,308,0,829,0,0,0,57951
BON,06/17/1992,342,40,0,0,363,0,998,0,0,0,49230
BON,06/18/1992,351,42,0,0,323,0,1368,0,0,0,86844
BON,06/19/1992,355,44,0,0,362,0,1818,0,0,0,79365
BON,06/20/1992,342,58,0,0,400,0,3023,0,0,0,63294
BON,06/21/1992,399,59,0,0,417,0,3688,0,0,0,58382
BON,06/22/1992,378,102,0,0,541,0,4191,0,0,0,53180
BON,06/23/1992,337,108,0,0,642,0,5238,0,0,0,42166
BON,06/24/1992,370,83,0,0,590,0,4867,0,0,0,26853
BON,06/25/1992,399,102,0,0,712,0,4795,0,0,0,30165
BON,06/26/1992,323,76,0,0,546,0,3580,1,0,0,19357
BON,06/27/1992,272,69,0,0,507,0,3524,0,0,0,23425
BON,06/28/1992,240,64,0,0,523,0,4108,0,0,0,11773
BON,06/29/1992,197,62,0,0,475,0,3747,0,0,0,10225
BON,06/30/1992,244,93,0,0,620,0,4136,0,0,0,17410
BON,07/01/1992,249,97,0,0,600,0,2980,0,0,0,10598
BON,07/02/1992,221,114,0,0,567,0,2554,0,0,0,9649
BON,07/03/1992,222,84,0,0,613,0,2204,1,0,0,7305
BON,07/04/1992,171,103,0,0,696,0,1917,0,0,0,8274
BON,07/05/1992,189,103,0,0,745,0,1686,0,0,0,7033
BON,07/06/1992,207,110,0,0,703,0,813,0,0,0,8635
BON,07/07/1992,179,76,0,0,644,0,1078,0,0,0,6462
BON,07/08/1992,195,105,0,0,737,0,1686,0,0,0,3478
BON,07/09/1992,144,90,0,0,693,0,1294,0,0,0,2457
BON,07/10/1992,98,88,0,0,683,0,1115,0,0,0,4576
BON,07/11/1992,153,134,0,0,806,0,1957,0,0,0,3521
BON,07/12/1992,228,134,0,0,1030,0,1851,0,0,0,4048
BON,07/13/1992,185,101,0,0,1179,0,1393,0,0,0,2447
BON,07/14/1992,156,100,0,0,1329,0,1369,0,0,0,1382
BON,07/15/1992,99,84,0,0,1138,0,936,0,0,0,1153
BON,07/16/1992,115,67,0,0,1542,0,975,0,0,0,1539
BON,07/17/1992,155,109,0,0,1805,0,1079,1,0,0,1683
BON,07/18/1992,121,105,0,0,2120,0,784,0,0,0,1673
BON,07/19/1992,166,114,1,0,2954,0,628,0,0,0,1140
BON,07/20/1992,131,90,0,1,3014,0,555,0,0,0,1005
BON,07/21/1992,80,96,0,0,2653,0,310,0,0,0,803
BON,07/22/1992,87,63,0,0,1975,0,262,0,0,0,584
