Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,03/15/1997,4,0,0,0,21,1,0,0,0,0,0
BON,03/16/1997,1,0,0,0,85,0,0,0,0,0,0
BON,03/17/1997,12,0,0,0,41,0,0,0,0,0,0
BON,03/18/1997,2,0,0,0,24,1,0,0,0,0,0
BON,03/19/1997,11,0,0,0,64,1,0,0,0,0,0
BON,03/20/1997,10,0,0,0,48,6,0,0,0,0,0
BON,03/21/1997,6,0,0,0,39,1,0,0,0,0,0
BON,03/22/1997,16,0,0,0,42,8,0,0,0,0,0
BON,03/23/1997,14,0,0,0,77,4,0,0,0,0,0
BON,03/24/1997,13,0,0,0,100,2,0,0,0,0,0
BON,03/25/1997,20,0,0,0,49,0,0,0,0,0,0
BON,03/26/1997,43,0,0,0,83,7,0,0,0,0,0
BON,03/27/1997,50,0,0,0,84,2,0,0,0,0,0
BON,03/28/1997,19,0,0,0,39,3,0,0,0,0,0
BON,03/29/1997,30,0,0,0,37,3,0,0,0,0,0
BON,03/30/1997,18,0,0,0,38,1,0,0,0,0,0
BON,03/31/1997,20,0,0,0,50,1,0,0,0,0,0
BON,04/01/1997,87,0,0,0,75,13,0,0,0,0,0
BON,04/02/1997,79,0,0,0,85,22,0,0,0,0,0
BON,04/03/1997,174,0,0,0,70,8,0,0,0,0,0
BON,04/04/1997,331,0,0,0,69,17,0,0,0,0,0
BON,04/05/1997,398,0,0,0,60,5,0,0,0,0,0
BON,04/06/1997,409,0,0,0,62,20,0,0,0,0,0
BON,04/07/1997,1095,0,0,0,101,24,0,0,0,0,0
BON,04/08/1997,2221,0,0,0,115,32,0,0,0,0,0
BON,04/09/1997,1835,0,0,0,73,21,0,0,0,0,0
BON,04/10/1997,2217,0,0,0,87,15,0,0,0,0,0
BON,04/11/1997,2303,0,0,0,60,10,0,0,0,0,0
BON,04/12/1997,2227,0,0,0,60,9,0,0,0,0,0
BON,04/13/1997,4677,0,0,0,75,14,0,0,0,0,0
BON,04/14/1997,4936,15,0,0,71,22,0,0,0,0,0
BON,04/15/1997,6011,18,0,0,90,9,0,0,0,0,0
