Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2010,0,0,-3,-1,34,5,0,0,0,0,0
BON,01/02/2010,0,0,0,1,102,33,0,0,0,0,0
BON,01/03/2010,2,0,3,1,51,14,0,0,0,0,0
BON,01/04/2010,0,0,-3,0,14,2,0,0,0,0,0
BON,01/05/2010,0,0,-4,1,25,4,0,0,0,0,0
BON,01/06/2010,0,0,-3,0,46,11,0,0,0,0,0
BON,01/07/2010,0,0,-1,0,19,7,0,0,0,0,0
BON,01/08/2010,1,0,-1,0,16,4,0,0,0,0,0
BON,01/09/2010,0,0,1,0,9,4,0,0,0,0,0
BON,01/10/2010,0,0,2,0,27,7,0,0,0,0,0
BON,01/11/2010,0,0,-2,0,18,11,0,0,0,0,0
BON,01/12/2010,0,0,-1,0,6,0,0,0,0,0,0
BON,01/13/2010,0,0,-1,0,20,2,0,0,0,0,0
BON,01/14/2010,0,0,2,0,38,11,0,0,0,0,0
BON,01/15/2010,0,0,0,0,18,2,0,0,0,0,0
BON,01/16/2010,0,0,1,0,55,17,0,0,0,0,0
BON,01/17/2010,0,0,1,0,77,20,0,0,0,0,0
BON,01/18/2010,0,0,0,0,28,7,0,0,0,0,0
BON,01/19/2010,0,0,0,0,31,5,0,0,0,0,0
BON,01/20/2010,0,0,0,0,12,3,0,0,0,0,0
BON,01/21/2010,0,0,0,0,16,5,0,0,0,0,0
BON,01/22/2010,0,0,0,0,16,7,0,0,0,0,0
BON,01/23/2010,0,0,0,0,20,3,0,0,0,0,0
BON,01/24/2010,0,0,0,0,11,7,0,0,0,0,0
BON,01/25/2010,0,0,0,0,8,1,0,0,0,0,0
BON,01/26/2010,0,0,-1,0,8,-1,0,0,0,0,0
BON,01/27/2010,0,0,-1,0,13,3,0,0,0,0,0
BON,01/28/2010,0,0,0,0,25,9,0,0,0,0,0
BON,01/29/2010,0,0,-1,0,16,3,0,0,0,0,0
BON,01/30/2010,0,0,-1,0,12,5,0,0,0,0,0
BON,01/31/2010,0,0,0,0,12,6,0,0,0,0,0
BON,02/01/2010,0,0,1,0,31,8,0,0,0,0,0
BON,02/02/2010,0,0,0,0,26,4,0,0,0,0,0
BON,02/03/2010,0,0,0,0,22,8,0,0,0,0,0
BON,02/04/2010,0,0,0,0,31,9,0,0,0,0,0
BON,02/05/2010,0,0,-1,0,27,4,0,0,0,0,0
BON,02/06/2010,0,0,0,0,30,8,0,0,0,0,0
BON,02/07/2010,0,0,0,0,27,7,0,0,0,0,0
BON,02/08/2010,0,0,0,0,28,10,0,0,0,0,0
BON,02/09/2010,0,0,0,0,9,5,0,0,0,0,0
BON,02/10/2010,0,0,0,0,6,3,0,0,0,0,0
BON,02/11/2010,0,0,0,0,15,3,0,0,0,0,0
BON,02/12/2010,0,0,0,0,17,10,0,0,0,0,0
BON,02/13/2010,0,0,0,0,20,4,0,0,0,0,0
BON,02/14/2010,0,0,0,0,19,10,0,0,0,0,0
BON,02/15/2010,0,0,0,0,13,4,0,0,0,0,0
BON,02/16/2010,0,0,0,0,25,6,0,0,0,0,0
BON,02/17/2010,0,0,0,0,28,4,0,0,0,0,0
BON,02/18/2010,0,0,0,0,5,2,0,0,0,0,0
BON,02/19/2010,0,0,0,0,10,4,0,0,0,0,0
BON,02/20/2010,0,0,0,0,7,4,0,0,0,0,0
BON,02/21/2010,0,0,0,0,5,2,0,0,0,0,0
BON,02/22/2010,0,0,0,0,10,6,0,0,0,0,0
BON,02/23/2010,0,0,0,0,6,0,0,0,0,0,0
BON,02/24/2010,0,0,0,0,11,6,0,0,0,0,0
BON,02/25/2010,0,0,0,0,27,8,0,0,0,0,0
BON,02/26/2010,0,0,0,0,60,13,0,0,0,0,0
BON,02/27/2010,1,0,0,0,92,24,0,0,0,0,0
BON,02/28/2010,1,0,0,0,78,19,0,0,0,0,0
BON,03/01/2010,3,0,0,0,56,18,0,0,0,0,0
BON,03/02/2010,0,0,0,0,21,7,0,0,0,0,0
BON,03/03/2010,0,0,0,0,34,9,0,0,0,0,0
BON,03/04/2010,0,0,0,0,32,13,0,0,0,0,0
BON,03/05/2010,0,0,0,0,43,18,0,0,0,0,0
BON,03/06/2010,1,0,0,0,17,2,0,0,0,0,0
BON,03/07/2010,0,0,0,0,38,6,0,0,0,0,0
BON,03/08/2010,1,0,0,0,63,13,0,0,0,0,0
BON,03/09/2010,1,0,0,0,55,16,0,0,0,0,0
BON,03/10/2010,2,0,0,0,83,23,0,0,0,0,0
BON,03/11/2010,4,0,0,0,88,27,0,0,0,0,0
BON,03/12/2010,6,0,0,0,91,29,0,0,0,0,0
BON,03/13/2010,7,0,0,0,98,25,0,0,0,0,0
BON,03/14/2010,9,0,0,0,111,39,0,0,0,0,0
BON,03/15/2010,7,2,0,0,142,30,0,0,0,0,0
BON,03/16/2010,11,0,0,0,87,31,0,0,0,0,0
BON,03/17/2010,6,0,0,0,107,42,0,0,0,0,0
BON,03/18/2010,14,0,0,0,72,18,0,0,0,0,0
BON,03/19/2010,25,3,0,0,135,37,0,0,0,0,0
BON,03/20/2010,11,0,0,0,49,24,0,0,0,0,0
BON,03/21/2010,9,0,0,0,54,17,0,0,0,0,0
BON,03/22/2010,22,1,0,0,100,21,0,0,0,0,0
BON,03/23/2010,16,1,0,0,104,27,0,0,0,0,0
BON,03/24/2010,24,1,0,0,96,24,0,0,0,0,0
BON,03/25/2010,35,2,0,0,129,24,0,0,0,0,0
BON,03/26/2010,32,0,0,0,126,46,0,0,0,0,0
BON,03/27/2010,23,0,0,0,106,40,0,0,0,0,0
BON,03/28/2010,26,1,0,0,75,26,0,0,0,0,0
BON,03/29/2010,45,2,0,0,107,44,0,0,0,0,0
BON,03/30/2010,74,1,0,0,99,22,0,0,0,0,0
BON,03/31/2010,54,0,0,0,111,30,0,0,0,0,0
BON,04/01/2010,166,0,0,0,100,31,0,0,0,0,0
BON,04/02/2010,227,1,0,0,58,24,0,0,0,0,0
BON,04/03/2010,159,1,0,0,48,18,0,0,0,0,0
BON,04/04/2010,168,0,0,0,58,19,0,0,0,0,0
BON,04/05/2010,88,0,0,0,58,17,0,0,0,0,0
BON,04/06/2010,229,1,0,0,88,31,0,0,0,0,0
BON,04/07/2010,338,1,0,0,68,27,0,0,0,0,0
BON,04/08/2010,687,2,0,0,113,29,0,0,0,0,0
BON,04/09/2010,1068,1,0,0,91,27,0,0,0,0,0
BON,04/10/2010,3546,7,0,0,135,43,0,0,0,0,0
BON,04/11/2010,1136,1,0,0,105,40,0,0,0,0,0
BON,04/12/2010,1470,2,0,0,88,30,0,0,0,0,0
BON,04/13/2010,1839,4,0,0,43,16,0,0,0,0,0
BON,04/14/2010,3794,12,0,0,69,24,0,0,0,0,0
BON,04/15/2010,7719,30,0,0,130,51,0,0,0,0,0
BON,04/16/2010,6528,38,0,0,122,51,0,0,0,0,0
BON,04/17/2010,7833,34,0,0,138,28,1,0,0,0,0
BON,04/18/2010,2492,18,0,0,110,49,0,0,0,0,0
BON,04/19/2010,7762,52,0,0,97,10,0,0,0,0,0
BON,04/20/2010,9014,40,0,0,102,28,0,0,0,0,0
BON,04/21/2010,11697,44,0,0,81,21,0,0,0,0,0
BON,04/22/2010,7407,34,0,0,70,14,0,0,0,0,0
BON,04/23/2010,6619,39,0,0,58,19,0,0,0,0,0
BON,04/24/2010,5773,46,0,0,67,9,0,0,0,0,0
BON,04/25/2010,7284,69,0,0,61,34,0,0,0,0,0
BON,04/26/2010,6469,56,0,0,84,19,0,0,0,0,0
BON,04/27/2010,9073,82,0,0,66,13,0,0,0,0,0
BON,04/28/2010,8122,82,0,0,85,29,0,0,0,0,0
BON,04/29/2010,8788,107,0,0,90,24,0,0,0,0,0
BON,04/30/2010,5996,153,0,0,84,21,0,0,0,0,0
BON,05/01/2010,7764,175,0,0,78,24,0,0,0,0,0
BON,05/02/2010,7651,229,0,0,76,15,0,0,0,0,0
BON,05/03/2010,9184,278,0,0,81,17,0,0,0,0,0
BON,05/04/2010,4808,260,0,0,102,23,0,0,0,0,0
BON,05/05/2010,4289,226,0,0,121,26,0,0,0,0,0
BON,05/06/2010,6732,426,0,0,133,28,1,0,0,0,0
BON,05/07/2010,7549,566,0,0,119,32,0,0,0,0,1
BON,05/08/2010,5655,522,0,0,137,35,0,0,0,0,14
BON,05/09/2010,7306,797,0,0,116,26,0,0,0,0,4
BON,05/10/2010,6614,878,0,0,148,25,0,0,0,0,18
BON,05/11/2010,2807,509,0,0,129,30,0,0,0,0,30
BON,05/12/2010,3681,792,0,0,173,32,0,0,0,0,58
BON,05/13/2010,2482,588,0,0,131,28,0,0,0,0,56
BON,05/14/2010,2985,647,0,0,139,21,1,0,0,0,132
BON,05/15/2010,4998,930,0,0,154,32,0,0,0,1,474
BON,05/16/2010,2814,574,0,0,106,25,0,0,0,0,775
BON,05/17/2010,2219,504,0,0,96,19,1,0,0,0,2303
BON,05/18/2010,1256,226,0,0,92,24,0,0,0,0,2112
BON,05/19/2010,1219,231,0,0,117,25,0,0,0,1,904
BON,05/20/2010,709,170,0,0,72,15,1,0,0,4,1402
BON,05/21/2010,761,169,0,0,91,15,0,0,0,0,1506
BON,05/22/2010,728,145,0,0,66,19,0,0,0,0,2496
BON,05/23/2010,947,137,0,0,59,18,2,0,0,1,2065
BON,05/24/2010,1564,230,0,0,118,15,2,0,0,-1,3467
BON,05/25/2010,1232,170,0,0,119,24,0,0,0,0,2166
BON,05/26/2010,1138,134,0,0,63,18,1,0,0,0,4248
BON,05/27/2010,1829,192,0,0,91,24,8,0,0,0,3958
BON,05/28/2010,1563,152,0,0,103,19,5,0,0,1,3119
BON,05/29/2010,2282,187,0,0,134,43,19,0,0,2,1581
BON,05/30/2010,2625,290,0,0,74,18,71,0,0,0,5280
BON,05/31/2010,3069,307,0,0,150,38,57,0,0,2,6869
BON,06/01/2010,3275,251,0,0,160,48,137,0,0,0,5836
BON,06/02/2010,3279,346,0,0,178,50,133,0,0,0,28414
BON,06/03/2010,3804,381,0,0,196,50,168,0,0,8,14712
BON,06/04/2010,2729,252,0,0,182,41,230,0,0,16,16124
BON,06/05/2010,1866,219,0,0,177,57,291,0,0,24,26553
BON,06/06/2010,1935,205,0,0,211,65,292,0,0,50,71423
BON,06/07/2010,2065,197,0,0,186,53,358,0,0,35,81656
BON,06/08/2010,1725,166,0,0,207,51,367,0,0,57,11311
BON,06/09/2010,1438,187,0,0,190,58,499,0,0,27,60854
BON,06/10/2010,1883,217,0,0,252,79,563,0,0,42,35019
BON,06/11/2010,1432,212,0,0,273,78,1070,0,0,18,39325
BON,06/12/2010,1373,233,0,0,300,86,1627,0,0,43,77810
BON,06/13/2010,1960,286,0,0,403,111,3041,0,0,64,88762
BON,06/14/2010,2188,237,0,0,468,135,4383,0,0,75,48128
BON,06/15/2010,2014,257,0,0,509,162,4640,0,0,63,19192
BON,06/16/2010,1890,267,0,0,449,162,4629,0,0,56,14064
BON,06/17/2010,2519,329,0,0,639,163,6987,0,0,35,10788
BON,06/18/2010,2868,461,0,0,720,185,12523,0,0,66,18636
BON,06/19/2010,3211,492,0,0,901,301,14938,0,0,60,38872
BON,06/20/2010,3445,577,0,0,1037,343,25011,0,0,50,27173
BON,06/21/2010,3464,554,0,0,1127,377,26873,0,0,48,13775
BON,06/22/2010,3264,523,0,0,1155,458,25128,0,0,58,24351
BON,06/23/2010,2453,496,0,0,1155,513,30374,0,0,48,43985
BON,06/24/2010,2535,530,0,0,1403,548,30690,0,0,59,32714
BON,06/25/2010,2370,491,0,0,1392,580,25048,0,0,66,25826
BON,06/26/2010,2268,336,0,0,1509,753,19054,0,0,61,14978
BON,06/27/2010,2660,442,0,0,2171,1026,19601,0,0,49,16762
BON,06/28/2010,2371,358,0,0,1883,1003,15958,0,0,42,15642
BON,06/29/2010,2214,402,0,0,1955,1097,12093,0,0,50,12556
