Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2003,0,0,0,0,20,-3,0,0,0,0,0
BON,01/02/2003,0,0,0,0,15,-2,0,0,0,0,0
BON,01/03/2003,0,0,0,0,19,4,0,0,0,0,0
BON,01/04/2003,0,0,-1,1,16,7,0,0,0,0,0
BON,01/05/2003,0,0,0,0,-5,0,0,0,0,0,0
BON,01/06/2003,0,0,0,0,-2,-1,0,0,0,0,0
BON,01/07/2003,0,0,0,0,14,0,0,0,0,0,0
BON,01/08/2003,0,0,0,0,5,0,0,0,0,0,0
BON,01/09/2003,0,0,0,0,30,6,0,0,0,0,0
BON,01/10/2003,0,0,0,0,9,2,0,0,0,0,0
BON,01/11/2003,0,0,0,0,14,0,0,0,0,0,0
BON,01/12/2003,0,0,0,0,15,-1,0,0,0,0,0
BON,01/13/2003,0,0,0,0,32,4,0,0,0,0,0
BON,01/14/2003,0,0,0,0,33,9,0,0,0,0,0
BON,01/15/2003,0,0,0,0,23,5,0,0,0,0,0
BON,01/16/2003,-1,0,0,0,44,12,0,0,0,0,0
BON,01/17/2003,0,0,0,0,28,7,0,0,0,0,0
BON,01/18/2003,1,0,0,0,48,19,0,0,0,0,0
BON,01/19/2003,0,0,0,0,24,9,0,0,0,0,0
BON,01/20/2003,0,0,0,0,21,6,0,0,0,0,0
BON,01/21/2003,0,0,0,0,14,-1,0,0,0,0,0
BON,01/22/2003,2,0,0,0,8,-2,0,0,0,0,0
BON,01/23/2003,-1,0,0,0,10,-1,0,0,0,0,0
BON,01/24/2003,1,0,0,0,20,4,0,0,0,0,0
BON,01/25/2003,2,0,0,0,7,4,0,0,0,0,0
BON,01/26/2003,-1,0,0,0,54,9,0,0,0,0,0
BON,01/27/2003,0,0,0,0,45,1,0,0,0,0,0
BON,01/28/2003,0,0,0,0,46,4,0,0,0,0,0
BON,01/29/2003,2,0,0,0,39,14,0,0,0,0,0
BON,01/30/2003,0,0,0,0,30,6,0,0,0,0,0
BON,01/31/2003,1,0,0,0,48,6,0,0,0,0,0
BON,02/01/2003,4,0,0,0,3,-1,0,0,0,0,0
BON,02/02/2003,0,0,0,0,0,0,0,0,0,0,0
BON,02/03/2003,0,0,0,0,31,0,0,0,0,0,0
BON,02/04/2003,0,0,0,0,108,3,0,0,0,0,0
BON,02/05/2003,0,0,0,0,100,-6,0,0,0,0,0
BON,02/06/2003,0,0,0,0,90,5,0,0,0,0,0
BON,02/07/2003,0,0,0,0,61,1,0,0,0,0,0
BON,02/08/2003,0,0,0,0,56,0,0,0,0,0,0
BON,02/09/2003,0,0,0,0,58,0,0,0,0,0,0
BON,02/10/2003,0,0,0,0,51,1,0,0,0,0,0
BON,02/11/2003,0,0,0,0,39,1,0,0,0,0,0
BON,02/12/2003,0,0,0,0,59,-1,0,0,0,0,0
BON,02/13/2003,0,0,0,0,74,4,0,0,0,0,0
BON,02/14/2003,0,0,0,0,90,17,0,0,0,0,0
BON,02/15/2003,0,0,0,0,107,-6,0,0,0,0,0
BON,02/16/2003,0,0,0,0,114,6,0,0,0,0,0
BON,02/17/2003,0,0,0,0,61,0,0,0,0,0,0
BON,02/18/2003,2,0,0,0,50,2,0,0,0,0,0
BON,02/19/2003,4,0,0,0,28,-2,0,0,0,0,0
BON,02/20/2003,2,0,0,0,44,0,0,0,0,0,0
BON,02/21/2003,2,0,0,0,110,16,0,0,0,0,0
BON,02/22/2003,3,0,0,0,90,6,0,0,0,0,0
BON,02/23/2003,6,0,0,0,81,1,0,0,0,0,0
BON,02/24/2003,6,0,0,0,19,1,0,0,0,0,0
BON,02/25/2003,3,0,0,0,10,1,0,0,0,0,0
BON,02/26/2003,1,0,0,0,30,10,0,0,0,0,0
BON,02/27/2003,12,0,0,0,85,20,0,0,0,0,0
BON,02/28/2003,48,0,0,0,79,13,0,0,0,0,0
BON,03/01/2003,66,0,0,0,131,45,0,0,0,0,0
BON,03/02/2003,88,0,0,0,93,18,0,0,0,0,0
BON,03/03/2003,121,0,0,0,64,6,0,0,0,0,0
BON,03/04/2003,102,0,0,0,35,-5,0,0,0,0,0
BON,03/05/2003,127,0,0,0,60,-9,0,0,0,0,0
BON,03/06/2003,140,0,0,0,58,0,0,0,0,0,0
BON,03/07/2003,213,0,0,0,102,16,0,0,0,0,0
BON,03/08/2003,266,0,0,0,100,22,0,0,0,0,0
BON,03/09/2003,371,0,0,0,118,35,0,0,0,0,0
BON,03/10/2003,394,0,0,0,119,24,0,0,0,0,0
BON,03/11/2003,627,0,0,0,65,7,0,0,0,0,0
BON,03/12/2003,516,0,0,0,66,11,0,0,0,0,0
BON,03/13/2003,307,0,0,0,57,20,0,0,0,0,0
BON,03/14/2003,323,0,0,0,76,15,0,0,0,0,0
BON,03/15/2003,595,0,0,0,110,7,0,0,0,0,0
BON,03/16/2003,942,0,0,0,54,0,0,0,0,0,0
BON,03/17/2003,416,1,0,0,21,-5,0,0,0,0,0
BON,03/18/2003,559,0,0,0,41,8,0,0,0,0,0
BON,03/19/2003,736,0,0,0,50,-2,0,0,0,0,0
BON,03/20/2003,426,0,0,0,40,2,0,0,0,0,0
BON,03/21/2003,332,0,0,0,50,5,0,0,0,0,0
BON,03/22/2003,343,0,0,0,69,6,0,0,0,0,0
BON,03/23/2003,150,0,0,0,46,4,0,0,0,0,0
BON,03/24/2003,99,0,0,0,33,-7,0,0,0,0,0
BON,03/25/2003,115,0,0,0,40,5,0,0,0,0,0
BON,03/26/2003,622,3,0,0,78,0,0,0,0,0,0
BON,03/27/2003,1973,2,0,0,79,19,0,0,0,0,0
BON,03/28/2003,2161,29,0,0,116,29,0,0,0,0,0
BON,03/29/2003,1690,2,0,0,75,7,0,0,0,0,0
BON,03/30/2003,1807,6,0,0,93,16,0,0,0,0,0
BON,03/31/2003,2580,33,0,0,125,3,0,0,0,0,0
BON,04/01/2003,2574,0,0,0,79,39,0,0,0,0,0
BON,04/02/2003,1687,0,0,0,80,27,0,0,0,0,0
BON,04/03/2003,1293,2,0,0,78,33,0,0,0,0,0
BON,04/04/2003,1567,0,0,0,101,40,0,0,0,0,0
BON,04/05/2003,3823,8,0,0,97,37,0,0,0,0,0
BON,04/06/2003,7455,3,0,0,69,36,0,0,0,0,0
