Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2013,0,0,0,0,9,2,0,0,0,0,0
BON,01/02/2013,0,0,0,0,8,2,0,0,0,0,0
BON,01/03/2013,0,0,0,0,11,7,0,0,0,-1,0
BON,01/04/2013,0,0,0,0,10,3,0,0,0,0,0
BON,01/05/2013,0,0,0,0,10,6,0,0,0,0,0
BON,01/06/2013,0,0,0,0,7,0,0,0,0,0,0
BON,01/07/2013,0,0,0,0,19,4,0,0,0,0,0
BON,01/08/2013,0,0,0,0,24,6,0,0,0,0,0
BON,01/09/2013,0,0,0,0,13,4,0,0,0,0,0
BON,01/10/2013,0,0,0,0,12,5,0,0,0,0,0
BON,01/11/2013,0,0,0,0,12,6,0,0,0,0,0
BON,01/12/2013,0,0,0,0,17,7,0,0,0,0,0
BON,01/13/2013,0,0,0,0,9,2,0,0,0,0,0
BON,01/14/2013,0,0,0,0,7,3,0,0,0,0,0
BON,01/15/2013,0,0,0,0,6,3,0,0,0,0,0
BON,01/16/2013,0,0,0,0,1,0,0,0,0,0,0
BON,01/17/2013,0,0,0,0,2,0,0,0,0,0,0
BON,01/18/2013,0,0,0,0,2,1,0,0,0,0,0
BON,01/19/2013,0,0,0,0,8,4,0,0,0,0,0
BON,01/20/2013,0,0,0,0,2,2,0,0,0,0,0
BON,01/21/2013,0,0,0,0,3,1,0,0,0,0,0
BON,01/22/2013,0,0,0,0,0,0,0,0,0,0,0
BON,01/23/2013,0,0,0,0,0,0,0,0,0,0,0
BON,01/24/2013,0,0,0,0,1,1,0,0,0,0,0
BON,01/25/2013,0,0,0,0,3,0,0,0,0,0,0
BON,01/26/2013,0,0,0,0,2,0,0,0,0,0,0
BON,01/27/2013,0,0,0,0,0,0,0,0,0,0,0
BON,01/28/2013,0,0,0,0,1,0,0,0,0,0,0
BON,01/29/2013,0,0,0,0,2,0,0,0,0,0,0
BON,01/30/2013,0,0,0,0,7,1,0,0,0,0,0
