Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,03/15/1994,7,0,0,0,29,7,0,0,0,0,0
BON,03/16/1994,9,0,0,0,31,11,0,0,0,0,0
BON,03/17/1994,16,0,0,0,26,11,0,0,0,0,0
BON,03/18/1994,10,0,0,0,49,14,0,0,0,0,0
BON,03/19/1994,6,0,0,0,24,14,0,0,0,0,0
BON,03/20/1994,6,0,0,0,30,15,0,0,0,0,0
BON,03/21/1994,5,0,0,0,7,3,0,0,0,0,0
BON,03/22/1994,20,0,0,0,43,7,0,0,0,0,0
BON,03/23/1994,9,0,0,0,17,9,0,0,0,0,0
BON,03/24/1994,14,0,0,0,16,12,0,0,0,0,0
BON,03/25/1994,26,0,0,0,13,7,0,0,0,0,0
BON,03/26/1994,58,0,0,0,15,8,0,0,0,0,0
BON,03/27/1994,42,0,0,0,16,6,0,0,0,0,0
BON,03/28/1994,75,0,0,0,14,6,0,0,0,0,0
BON,03/29/1994,97,0,0,0,12,0,0,0,0,0,0
BON,03/30/1994,75,0,0,0,36,14,0,0,0,0,0
BON,03/31/1994,30,0,0,0,44,0,0,0,0,0,0
BON,04/01/1994,92,1,0,0,78,24,0,0,0,0,0
BON,04/02/1994,98,0,0,0,75,24,0,0,0,0,0
BON,04/03/1994,150,1,0,0,95,23,0,0,0,0,0
BON,04/04/1994,239,1,0,0,89,21,0,0,0,0,0
BON,04/05/1994,91,0,0,0,66,16,0,0,0,0,0
BON,04/06/1994,40,0,0,0,48,13,0,0,0,0,0
BON,04/07/1994,97,0,0,0,88,18,0,0,0,0,0
BON,04/08/1994,119,0,0,0,72,26,0,0,0,0,0
BON,04/09/1994,190,0,0,0,78,15,0,0,0,0,0
BON,04/10/1994,304,0,0,0,56,14,0,0,0,0,0
BON,04/11/1994,408,2,0,0,61,23,0,0,0,0,0
BON,04/12/1994,612,1,0,0,54,16,0,0,0,0,0
BON,04/13/1994,392,0,0,0,53,14,0,0,0,0,0
BON,04/14/1994,216,0,0,0,52,16,0,0,0,0,0
BON,04/15/1994,284,0,0,0,59,16,0,0,0,0,0
BON,04/16/1994,841,1,0,0,65,23,0,0,0,0,0
BON,04/17/1994,939,0,0,0,48,9,0,0,0,0,0
BON,04/18/1994,1154,2,0,0,68,29,0,0,0,0,0
BON,04/19/1994,905,5,0,0,73,26,0,0,0,0,0
BON,04/20/1994,761,15,0,0,53,14,0,0,0,0,0
BON,04/21/1994,592,7,0,0,56,13,0,0,0,0,0
BON,04/22/1994,429,2,0,0,69,6,0,0,0,0,0
BON,04/23/1994,503,4,0,0,85,17,0,0,0,0,1
BON,04/24/1994,416,2,0,0,70,18,0,0,0,0,0
BON,04/25/1994,526,1,0,0,65,3,0,0,0,0,0
BON,04/26/1994,702,4,0,0,60,5,0,0,0,0,0
BON,04/27/1994,652,10,0,0,51,11,0,0,0,0,1
BON,04/28/1994,552,9,0,0,76,7,0,0,0,0,31
BON,04/29/1994,647,8,0,0,67,10,0,0,0,0,3
BON,04/30/1994,461,11,0,0,46,8,0,0,0,0,17
BON,05/01/1994,489,18,0,0,60,7,0,0,0,0,18
BON,05/02/1994,345,10,0,0,57,10,0,0,0,0,34
BON,05/03/1994,393,24,0,0,95,6,0,0,0,0,61
BON,05/04/1994,444,17,0,0,74,14,0,0,0,0,17
BON,05/05/1994,348,9,0,0,113,14,0,0,0,0,77
BON,05/06/1994,359,24,0,0,122,14,0,0,0,0,163
BON,05/07/1994,335,9,0,0,92,8,0,0,0,0,339
BON,05/08/1994,363,10,0,0,132,11,0,0,0,0,301
BON,05/09/1994,351,22,0,0,96,14,0,0,0,0,509
BON,05/10/1994,198,14,0,0,95,12,0,0,0,0,457
BON,05/11/1994,150,9,0,0,86,6,0,0,0,0,433
BON,05/12/1994,129,12,0,0,99,3,0,0,0,0,387
BON,05/13/1994,124,9,0,0,83,1,0,0,0,0,262
BON,05/14/1994,156,13,0,0,89,14,0,0,0,0,429
BON,05/15/1994,163,7,0,0,86,13,0,0,0,0,471
BON,05/16/1994,161,10,0,0,119,13,0,0,0,0,544
BON,05/17/1994,169,9,0,0,67,2,0,0,0,0,827
BON,05/18/1994,120,12,0,0,98,9,0,0,0,0,1508
BON,05/19/1994,94,6,0,0,90,9,0,0,0,0,3330
BON,05/20/1994,80,6,0,0,84,10,1,0,0,0,2854
BON,05/21/1994,62,7,0,0,87,10,0,0,0,0,3243
BON,05/22/1994,96,3,0,0,110,11,1,0,0,0,5192
BON,05/23/1994,99,7,0,0,85,13,0,0,0,0,7510
BON,05/24/1994,134,6,0,0,76,10,0,0,0,0,12369
