Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2006,0,0,0,0,10,1,0,0,0,0,0
BON,01/02/2006,0,0,0,0,-2,0,0,0,0,0,0
BON,01/03/2006,0,0,0,0,-7,0,0,0,0,0,0
BON,01/04/2006,0,0,0,0,16,2,0,0,0,0,0
BON,01/05/2006,0,0,0,0,15,1,0,0,0,0,0
BON,01/06/2006,0,0,0,0,36,2,0,0,0,0,0
BON,01/07/2006,0,0,0,0,130,1,0,0,0,0,0
BON,01/08/2006,0,0,0,0,147,8,0,0,0,0,0
BON,01/09/2006,0,0,0,0,98,8,0,0,0,0,0
BON,01/10/2006,0,0,0,0,55,-2,0,0,0,0,0
BON,01/11/2006,0,0,0,0,38,0,0,0,0,0,0
BON,01/12/2006,0,0,0,0,1,-1,0,0,0,0,0
BON,01/13/2006,0,0,0,0,71,-1,0,0,0,0,0
BON,01/14/2006,0,0,0,0,63,3,0,0,0,0,0
BON,01/15/2006,0,0,0,0,78,5,0,0,0,0,0
BON,01/16/2006,0,0,0,0,81,8,0,0,0,0,0
BON,01/17/2006,0,0,0,0,65,4,0,0,0,0,0
BON,01/18/2006,0,0,0,0,46,0,0,0,0,0,0
BON,01/19/2006,0,0,0,0,36,3,0,0,0,0,0
BON,01/20/2006,0,0,0,0,21,5,0,0,0,0,0
BON,01/21/2006,0,0,0,0,59,7,0,0,0,0,0
BON,01/22/2006,0,0,0,0,49,4,0,0,0,0,0
BON,01/23/2006,0,0,0,0,65,8,0,0,0,0,0
BON,01/24/2006,0,0,0,0,43,1,0,0,0,0,0
BON,01/25/2006,0,0,0,0,70,9,0,0,0,0,0
BON,01/26/2006,0,0,0,0,62,9,0,0,0,0,0
BON,01/27/2006,0,0,0,0,58,6,0,0,0,0,0
BON,01/28/2006,0,0,0,0,33,1,0,0,0,0,0
BON,01/29/2006,0,0,0,0,40,7,0,0,0,0,0
BON,01/30/2006,0,0,0,0,70,6,0,0,0,0,0
BON,01/31/2006,0,0,0,0,40,0,0,0,0,0,0
BON,02/01/2006,0,0,0,0,41,-1,0,0,0,0,0
BON,02/02/2006,0,0,0,0,30,-1,0,0,0,0,0
BON,02/03/2006,0,0,0,0,43,8,0,0,0,0,0
BON,02/04/2006,0,0,0,0,42,5,0,0,0,0,0
BON,02/05/2006,0,0,0,0,19,1,0,0,0,0,0
BON,02/06/2006,0,0,0,0,18,3,0,0,0,0,0
BON,02/07/2006,0,0,0,0,8,2,0,0,0,0,0
BON,02/08/2006,0,0,0,0,22,1,0,0,0,0,0
BON,02/09/2006,0,0,0,0,10,2,0,0,0,0,0
BON,02/10/2006,0,0,0,0,9,2,0,0,0,0,0
BON,02/11/2006,0,0,0,0,28,9,0,0,0,0,0
BON,02/12/2006,0,0,0,0,19,1,0,0,0,0,0
BON,02/13/2006,0,0,0,0,23,7,0,0,0,0,0
BON,02/14/2006,0,0,0,0,14,1,0,0,0,0,0
BON,02/15/2006,0,0,0,0,17,3,0,0,0,0,0
