Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2015,0,0,0,0,15,9,0,0,0,0,0
BON,01/02/2015,0,0,0,0,24,11,0,0,0,0,0
BON,01/03/2015,0,0,0,0,23,10,0,0,0,0,0
BON,01/04/2015,0,0,0,0,17,7,0,0,0,0,0
BON,01/05/2015,0,0,0,0,35,20,0,0,0,0,0
BON,01/06/2015,0,0,0,0,54,24,0,0,0,0,0
BON,01/07/2015,0,0,0,0,26,13,0,0,0,0,0
BON,01/08/2015,0,0,0,0,22,8,0,0,0,0,0
BON,01/09/2015,0,0,0,0,13,6,0,0,0,0,0
BON,01/10/2015,0,0,0,0,9,7,0,0,0,0,0
BON,01/11/2015,0,0,0,0,19,11,0,0,0,0,0
BON,01/12/2015,0,0,0,0,12,4,0,0,0,0,0
BON,01/13/2015,0,0,0,0,20,10,0,0,0,0,0
BON,01/14/2015,0,0,0,0,25,9,0,0,0,0,0
BON,01/15/2015,0,0,0,0,16,6,0,0,0,0,0
BON,01/16/2015,0,0,0,0,13,9,0,0,0,0,0
BON,01/17/2015,0,0,0,0,29,12,0,0,0,0,0
BON,01/18/2015,0,0,0,0,41,18,0,0,0,0,0
BON,01/19/2015,0,0,0,0,36,12,0,0,0,0,0
BON,01/20/2015,0,0,0,0,38,22,0,0,0,0,0
BON,01/21/2015,0,0,0,0,15,8,0,0,0,0,0
BON,01/22/2015,0,0,0,0,12,7,0,0,0,0,0
BON,01/23/2015,0,0,0,0,14,7,0,0,0,0,0
BON,01/24/2015,0,0,0,0,13,3,0,0,0,0,0
BON,01/25/2015,0,0,0,0,11,4,0,0,0,0,0
BON,01/26/2015,0,0,0,0,18,12,0,0,0,0,0
BON,01/27/2015,0,0,0,0,9,6,0,0,0,0,0
BON,01/28/2015,0,0,0,0,16,9,0,0,0,0,0
BON,01/29/2015,0,0,0,0,9,9,0,0,0,0,0
BON,01/30/2015,0,0,0,0,7,2,0,0,0,0,0
BON,01/31/2015,0,0,0,0,0,1,0,0,0,0,0
BON,02/01/2015,0,0,0,0,4,2,0,0,0,0,0
BON,02/02/2015,0,0,0,0,6,3,0,0,0,0,0
BON,02/03/2015,0,0,0,0,8,5,1,0,0,0,0
BON,02/04/2015,0,0,0,0,18,14,0,0,0,0,0
BON,02/05/2015,0,0,0,0,1,2,0,0,0,0,0
BON,02/06/2015,0,0,0,0,9,1,0,0,0,0,0
BON,02/07/2015,0,0,0,0,13,11,0,0,0,0,0
BON,02/08/2015,1,0,0,0,41,28,0,0,0,0,0
BON,02/09/2015,0,0,0,0,34,19,0,0,0,0,0
BON,02/10/2015,0,0,0,0,27,9,0,0,0,0,0
BON,02/11/2015,0,0,0,0,28,18,0,0,0,0,0
BON,02/12/2015,0,0,0,0,19,8,0,0,0,0,0
BON,02/13/2015,0,0,0,0,30,15,0,0,0,0,0
BON,02/14/2015,0,0,0,0,24,9,0,0,0,0,0
BON,02/15/2015,0,0,0,0,29,15,0,0,0,0,0
BON,02/16/2015,0,0,0,0,15,4,0,0,0,0,0
BON,02/17/2015,0,0,0,0,15,7,0,0,0,0,0
BON,02/18/2015,0,0,0,0,13,8,0,0,0,0,0
BON,02/19/2015,0,0,0,0,7,6,0,0,0,0,0
BON,02/20/2015,0,0,0,0,45,21,0,0,0,0,0
BON,02/21/2015,0,0,0,0,42,21,0,0,0,0,0
BON,02/22/2015,0,0,0,0,33,23,0,0,0,0,0
BON,02/23/2015,0,0,0,0,18,10,0,0,0,0,0
BON,02/24/2015,0,0,0,0,26,18,0,0,0,0,0
BON,02/25/2015,0,0,0,0,63,34,0,0,0,0,0
BON,02/26/2015,1,0,0,0,70,33,0,0,0,0,0
BON,02/27/2015,6,0,0,0,106,55,0,0,0,0,0
BON,02/28/2015,1,0,0,0,65,22,0,0,0,0,0
BON,03/01/2015,3,0,0,0,68,30,0,0,0,0,0
BON,03/02/2015,10,0,0,0,59,31,0,0,0,0,0
BON,03/03/2015,19,0,0,0,32,19,0,0,0,0,0
BON,03/04/2015,10,0,0,0,35,15,0,0,0,0,0
BON,03/05/2015,14,0,0,0,23,13,0,0,0,0,0
BON,03/06/2015,9,0,0,0,30,24,0,0,0,0,0
BON,03/07/2015,11,1,0,0,8,6,0,0,0,0,0
BON,03/08/2015,5,0,0,0,21,14,0,0,0,0,0
BON,03/09/2015,13,1,0,0,56,26,0,0,0,0,0
BON,03/10/2015,35,0,0,0,52,31,0,0,0,0,0
BON,03/11/2015,32,0,0,0,27,14,0,0,0,0,0
BON,03/12/2015,33,0,0,0,64,35,0,0,0,0,0
BON,03/13/2015,13,0,0,0,56,36,0,0,0,0,0
BON,03/14/2015,14,0,0,0,49,26,0,0,0,0,0
BON,03/15/2015,17,0,0,0,149,88,0,0,0,0,0
BON,03/16/2015,38,0,0,0,140,80,0,0,0,0,0
