Dam,Date,ChinookAdult,ChinookJack,CohoAdult,CohoJack,Steelhead,UnclippedSteelhead,Sockeye,Pink,Chum,Lamprey,Shad
BON,01/01/2018,0,0,1,-1,5,4,0,0,0,0,0
BON,01/02/2018,1,0,0,0,4,1,0,0,0,0,0
BON,01/03/2018,0,0,-1,0,3,1,0,0,0,0,0
BON,01/04/2018,0,0,0,0,5,2,0,0,0,-1,0
BON,01/05/2018,0,0,0,0,10,3,0,0,0,0,0
BON,01/06/2018,0,0,0,0,3,2,0,0,0,-1,0
BON,01/07/2018,0,0,0,0,1,0,0,0,0,0,0
BON,01/08/2018,1,0,0,0,4,3,0,0,0,0,0
BON,01/09/2018,0,0,0,0,2,0,0,0,0,0,0
BON,01/10/2018,0,0,0,0,2,0,0,0,0,-1,0
BON,01/11/2018,0,0,0,0,23,13,0,0,0,0,0
BON,01/12/2018,0,0,0,0,27,10,0,0,0,0,0
BON,01/13/2018,0,0,1,0,11,8,0,0,0,0,0
BON,01/14/2018,0,0,0,0,6,0,0,0,0,0,0
BON,01/15/2018,0,0,0,0,14,5,0,0,0,0,0
BON,01/16/2018,0,0,0,0,6,3,0,0,0,0,0
BON,01/17/2018,0,0,0,0,8,3,0,0,0,-1,0
BON,01/18/2018,0,0,0,0,8,2,0,0,0,0,0
BON,01/19/2018,0,0,0,0,9,4,0,0,0,0,0
BON,01/20/2018,0,0,0,0,15,8,0,0,0,0,0
BON,01/21/2018,0,0,0,0,4,1,0,0,0,0,0
BON,01/22/2018,0,0,0,0,9,6,0,0,0,-1,0
BON,01/23/2018,0,0,0,0,2,1,0,0,0,0,0
BON,01/24/2018,0,0,0,0,4,2,0,0,0,0,0
BON,01/25/2018,0,0,0,0,4,4,0,0,0,0,0
BON,01/26/2018,0,0,0,0,1,1,0,0,0,0,0
BON,01/27/2018,0,0,0,0,6,3,0,0,0,0,0
BON,01/28/2018,0,0,0,0,9,3,0,0,0,0,0
BON,01/29/2018,0,0,0,0,12,5,0,0,0,0,0
BON,01/30/2018,0,0,0,0,15,8,0,0,0,0,0
BON,01/31/2018,0,0,0,0,6,0,0,0,0,0,0
BON,02/01/2018,0,0,0,0,12,6,0,0,0,0,0
BON,02/02/2018,0,0,0,0,10,4,0,0,0,0,0
